Year,Quarter,Company_ID,Revenue,Expenses,Net_Income,Assets,Liabilities,Equity,Cash_Flow
2024,4,CMP_004,366549.3262503552,233685.55512119769,115498.86775096846,1194980.0384360964,768668.7082128216,426311.3302232748,122255.4535862272
2015,1,CMP_005,537084.5356684391,379744.8859186827,147779.19566303646,1415867.029655312,969109.6796753082,446757.3499800038,156154.85864107765
2015,2,CMP_005,487279.37039572507,435258.59001618746,32160.59302355112,1712036.7395286974,816500.3196979299,895536.4198307676,37771.54802404504
2015,3,CMP_005,465585.5936134401,405422.1403203388,48341.98815481136,1559512.7493405442,890501.5007753157,669011.2485652285,48938.82743114712
2015,4,CMP_005,490643.44998381607,413314.4813733062,61834.37506617806,1803757.3970666851,1120357.683974291,683399.7130923944,71248.17727011043
2016,1,CMP_005,484093.2576940408,388002.4760421521,77876.18656729389,1823012.7349778507,1027483.0907332596,795529.6442445912,76044.66403938785
2016,2,CMP_005,434008.2818063577,435315.4322784172,-19685.547020907936,1133674.3032684082,590361.8622293432,543312.441039065,-12844.405692204153
2016,3,CMP_005,492279.5052121064,378922.71717514086,105061.18618109453,1004762.9634672158,633651.0884335436,371111.8750336722,105545.12169615403
2016,4,CMP_005,450893.8061990435,389044.06444836326,52174.39432295464,904620.0425639898,334435.6421343719,570184.4004296178,60305.47869978216
2017,1,CMP_005,483598.1449085863,382455.7210859251,84665.01889040967,1876766.2579912613,574908.4355165886,1301857.822474673,87506.42101383772
2017,2,CMP_005,511116.2093100417,404844.5508323214,88227.56724059861,1433962.93278747,986701.487824728,447261.4449627421,97212.40861403177
2017,3,CMP_005,463220.2916354913,418799.5548591671,25337.312375705096,1754664.758070318,763265.3610226304,991399.3970476876,31279.26892318005
2017,4,CMP_005,451681.49262075167,388866.41838116007,50523.11696136774,1735125.1044052446,548340.5645716607,1186784.539833584,49895.03066377465
2018,1,CMP_005,470459.0551046772,410547.1432752397,54454.956534803074,1133287.2864638164,494299.8214230067,638987.4650408097,57113.66789669647
2018,2,CMP_005,474989.071327194,407423.2425436086,53404.26782330982,1139822.9823724965,367262.3781088916,772560.6042636049,56931.24130092892
2018,3,CMP_005,491388.8313310877,406850.306070379,75556.07914927267,1583710.4413055037,904932.1260758524,678778.3152296512,75319.3246531365
2018,4,CMP_005,460720.16263585567,386779.8060252086,56421.77975681264,1783433.4797031358,667527.0754718052,1115906.4042313306,57009.41373011463
2019,1,CMP_005,499845.92286931415,406273.8140567302,76310.99110299232,1756506.672834646,566020.589801666,1190486.08303298,71414.16053628706
2019,2,CMP_005,473424.66418838745,409944.96204658126,50507.87842896661,1219490.1826987588,606242.5128814118,613247.669817347,50007.00947562195
2019,3,CMP_005,474414.6598130628,419956.463016248,44556.27620894813,959087.1927561302,604819.9775931812,354267.21516294905,51570.98671499861
2019,4,CMP_005,450321.1111367905,409582.8998665492,23457.107827980537,1786484.3769034646,721504.4718399714,1064979.9050634932,33002.962319950195
2020,1,CMP_005,428636.2677014832,396490.4262940538,21707.44445904295,1547989.4696335578,667604.1942982636,880385.2753352942,19843.33506464564
2020,2,CMP_005,490068.1702979124,392910.8583610487,85023.36905953358,1379785.0761180848,502914.44713653007,876870.6289815548,89869.51311204344
2020,3,CMP_005,488988.8438839777,411428.7306057212,63382.64797670818,1343211.2254274103,540151.6410277104,803059.5843996999,59970.76274990512
2020,4,CMP_005,487068.288097117,437648.5253731799,30047.99259014566,1188881.0920055662,778090.2287874953,410790.8632180709,39062.55430265801
2021,1,CMP_005,470183.4979619109,397731.44642248587,55930.128863711805,1410999.3459734253,668119.7977736057,742879.5481998196,54672.67505895293
2021,2,CMP_005,509750.282949364,396850.6021407713,98609.52899653904,1482764.8390372072,907564.33775146,575200.5012857473,108573.87133030982
2021,3,CMP_005,488652.2082410151,407949.1886753854,74441.10463173897,1361486.6014761764,463039.1771893021,898447.4242868744,69689.99184122794
2021,4,CMP_005,467286.9311862907,395894.51732316,57643.62797844232,945136.9176471916,581210.7975209723,363926.1201262192,57240.12031899289
2022,1,CMP_005,489669.6189847938,412266.83165943297,69038.00894255792,1200747.3430939442,752775.0757828276,447972.2673111167,77993.9852450978
2022,2,CMP_005,451630.155636762,415000.7432818504,29320.913784504955,1038071.433769616,422775.0903009738,615296.3434686423,29737.034679620512
2022,3,CMP_005,445031.8289394603,393076.8817602179,36869.18952986683,1625313.812652564,925188.5188188688,700125.2938336952,44234.44623860707
2022,4,CMP_005,484768.4097313495,397445.1436554053,73032.41653544665,1368201.1256305592,644415.3167604161,723785.808870143,72986.68654797792
2023,1,CMP_005,457124.5980595958,389608.21798320615,51035.92961851903,1145578.3249025135,740301.2994759701,405277.0254265434,47578.56850088119
2023,2,CMP_005,455127.833668112,415201.9980237473,23719.661637429213,1109341.2242385466,359401.3971765173,749939.8270620293,20684.267782341823
2023,3,CMP_005,495713.8312088588,424842.10092440346,55007.91237196835,1479803.942674074,818871.2590207605,660932.6836533133,62090.8010756092
2023,4,CMP_005,500056.9611647528,410365.0004086006,75974.02940033788,1253778.3725968737,755443.7316418127,498334.64095506095,72199.03853823933
2024,1,CMP_005,461640.6087158916,408653.611245466,41956.58921710195,1596297.0895386229,976819.44986427,619477.639674353,38729.86855146828
2024,2,CMP_005,422911.3410269123,387263.5244907799,29660.64012577377,1599719.837920897,776705.0939361757,823014.7439847213,29461.049874209653
2024,3,CMP_005,482280.0438092488,399596.7119224027,67577.80588371377,1704858.826900163,721175.6026207315,983683.2242794316,69958.62322444978
2024,4,CMP_005,475287.4138260738,368286.4252266824,96013.48668172618,1519584.2687067618,852760.0921175176,666824.1765892442,93322.27932846975
2015,1,CMP_006,463170.7923943159,442220.255022257,1452.3246237776038,1508194.8267974944,1013894.5154120624,494300.311385432,6593.900010992882
2015,2,CMP_006,474457.6899100742,407253.4232663089,56250.04704975087,1381035.440788419,643540.6597369481,737494.7810514709,62207.43421198536
2015,3,CMP_006,457246.3466269274,418677.8474518652,31821.331429962112,1147012.7315879108,479666.0080054733,667346.7235824375,34770.88654528342
2015,4,CMP_006,455803.13060342695,446878.91859294905,-7827.831390261112,1164184.3240334743,787398.4748879554,376785.84914551897,-10962.643768798056
2016,1,CMP_006,494750.6141724738,416716.2548884312,72840.75086432774,1213811.9070274015,639384.0625465186,574427.8444808831,73113.8847650732
2016,2,CMP_006,475311.8234192338,373504.90410617104,96588.41199179362,1185807.6966139867,766644.804226656,419162.8923873308,94057.83841567364
2016,3,CMP_006,485207.29372532514,410903.2612376775,65641.60835690537,1550731.3583349565,704095.6804501205,846635.677884836,73463.6950388943
